1403071000000108	SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccination invitation first letter	900000000000013009	en	true
1403071000000108	Severe acute respiratory syndrome coronavirus 2 vaccination invitation first letter	900000000000013009	en	true
1403101000000104	Severe acute respiratory syndrome coronavirus 2 vaccination invitation email	900000000000013009	en	true
1403101000000104	Severe acute respiratory syndrome coronavirus 2 vaccination invitation email (procedure)	900000000000003001	en	true
1403101000000104	SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccination invitation email	900000000000013009	en	true
511531000000109	Diphtheria, tetanus, acellular pertussis, inactivated polio vaccination declined (situation)	900000000000003001	en	true
511531000000109	Diphtheria, tetanus, acellular pertussis, inactivated polio vaccination declined	900000000000013009	en	true
511531000000109	DTaP/IPV (diphtheria, tetanus, acellular pertussis, inactivated polio) vaccination declined	900000000000013009	en	true
511531000000109	Diphtheria, tetanus, acellular pertussis, inactivated polio vaccination refused	900000000000013009	en	true
1364731000000104	Enhanced review indicated before granting access to own health record (situation)	900000000000003001	en	true
1364731000000104	Enhanced review indicated before granting access to own health record	900000000000013009	en	true
1364751000000106	Enhanced review not indicated before granting access to own health record	900000000000013009	en	true
1364751000000106	Enhanced review not indicated before granting access to own health record (situation)	900000000000003001	en	true
1365251000000103	Referral for assessment for familial hypercholesterolaemia declined (situation)	900000000000003001	en	true
1365251000000103	Referral for assessment for familial hypercholesterolaemia declined	900000000000013009	en	true
1365251000000103	Referral for assessment for familial hypercholesterolaemia refused	900000000000013009	en	true
1366091000000107	Assessment using Oxford Knee Score	900000000000013009	en	true
1366091000000107	Assessment using Oxford Knee Score (procedure)	900000000000003001	en	true
1366141000000101	Registration for General Medical Services offered (situation)	900000000000003001	en	true
1366141000000101	GMS (General Medical Services) registration offered	900000000000013009	en	true
1366141000000101	Registration for General Medical Services offered	900000000000013009	en	true
1366321000000106	Has Carer Contingency Plan (finding)	900000000000003001	en	true
1366321000000106	Has Carer Contingency Plan	900000000000013009	en	true
1366401000000107	Valproate Annual Risk Acknowledgement Form completed (situation)	900000000000003001	en	true
1366401000000107	Valproate Annual Risk Acknowledgement Form completed	900000000000013009	en	true
1366401000000107	Valproate ARAF (Annual Risk Acknowledgement Form) completed	900000000000013009	en	true
1366321000000106	Has Carer Emergency Plan	900000000000013009	en	true
1366141000000101	Registration for GMS (General Medical Services) offered	900000000000013009	en	true
1443911000000106	Edoxaban declined (situation)	900000000000003001	en	true
1443911000000106	Edoxaban declined	900000000000013009	en	true
1443911000000106	Edoxaban refused	900000000000013009	en	true
1464661000000106	Discussion about continuous glucose monitoring	900000000000013009	en	true
1464661000000106	Discussion about real-time continuous glucose monitoring (procedure)	900000000000003001	en	true
1464661000000106	Discussion about real-time CGM (continuous glucose monitoring)	900000000000013009	en	true
1464661000000106	Discussion about real-time continuous glucose monitoring	900000000000013009	en	true
1484831000000102	Influenza vaccination invitation first SMS (short message service) text message sent	900000000000013009	en	true
1484831000000102	Influenza vaccination invitation first text message sent	900000000000013009	en	true
1484841000000106	Influenza vaccination invitation second SMS (short message service) text message sent	900000000000013009	en	true
1484841000000106	Influenza vaccination invitation second text message sent	900000000000013009	en	true
1484821000000104	Influenza vaccination invitation SMS (short message service) text message sent	900000000000013009	en	true
1484851000000109	Influenza vaccination invitation third SMS (short message service) text message sent	900000000000013009	en	true
1484851000000109	Influenza vaccination invitation third text message sent	900000000000013009	en	true
1659441000000104	Education about Fournier's gangrene (procedure)	900000000000003001	en	true
1659441000000104	Education about Fournier's gangrene	900000000000013009	en	true
1751061000000103	Mental health triage	900000000000013009	en	true
1751061000000103	Mental health triage (procedure)	900000000000003001	en	true
1771641000000107	Dissent to receive invitation from GP (general practitioner) practice to participate in research	900000000000013009	en	true
1771641000000107	Dissent to receive invitation from general practitioner practice to participate in research (finding)	900000000000003001	en	true
1771651000000105	Dissent withdrawn to receive invitation from general practitioner practice to participate in research (finding)	900000000000003001	en	true
1771651000000105	Dissent withdrawn to receive invitation from GP (general practitioner) practice to participate in research	900000000000013009	en	true
1771771000000105	Lung health check invitation (procedure)	900000000000003001	en	true
1771771000000105	Lung health check invitation	900000000000013009	en	true
1771641000000107	Dissent to receive invitation from general practitioner practice to participate in research	900000000000013009	en	true
1771651000000105	Dissent withdrawn to receive invitation from general practitioner practice to participate in research	900000000000013009	en	true
1833271000000103	Review of Reasonable Adjustments needs (procedure)	900000000000003001	en	true
1833271000000103	Review of Reasonable Adjustments needs	900000000000013009	en	true
1853501000000105	Human orthopneumovirus vaccination declined	900000000000013009	en	true
1853501000000105	Human orthopneumovirus vaccination declined (situation)	900000000000003001	en	true
1853501000000105	RSV (respiratory syncytial virus) vaccination declined	900000000000013009	en	true
1853501000000105	Human orthopneumovirus vaccination refused	900000000000013009	en	true
